Kazakhstan,Asia,0.884389812,0.884389812,0.884389812,0.884389812,0.884389812,
Kuwait,Asia,0.118841476,0.118841476,0.118841476,1.127757246,1.127757246,
Kyrgyzstan,Asia,NA,NA,NA,NA,NA,
Laos,Asia,NA,NA,NA,NA,NA,
Lebanon,Asia,0.000333606,0.000333606,0.000333606,0.000333606,0.000333606,
Macao,Asia,NA,NA,NA,NA,NA,
Malaysia,Asia,0.551004112,0.557879911,0.62652228,0.62652228,0.62652228,
Maldives,Asia,0.028614504,0.029324726,0.039838539,0.051884963,0.051884963,
Mongolia,Asia,NA,NA,NA,NA,NA,
Myanmar,Asia,0.050647999,0.050647999,0.050647999,0.050647999,0.050647999,
Nepal,Asia,NA,NA,NA,NA,NA,
North Korea,Asia,NA,NA,NA,NA,NA,
Oman,Asia,0.121791442,0.121791442,0.121791442,0.121791442,0.121791442,
Pakistan,Asia,0.251653078,0.890302949,0.890302949,0.890302949,0.890302949,
Philippines,Asia,1.204867873,1.3842109,1.385668513,1.387747861,1.432737201,
Qatar,Asia,0.156315383,0.156315383,0.156315383,0.156315383,0.156315383,
Russia,Asia,2.881498373,2.904726731,2.90668692,2.90668692,2.90668692,
Saudi Arabia,Asia,1.165775879,1.165775879,1.165775879,1.165775879,1.165775879,
Singapore,Asia,0,0.000139337,0.000139337,0.000139337,0.000139337,
South Korea,Asia,0.762119429,1.17048666,1.761587835,1.792015234,1.818104412,
Sri Lanka,Asia,0.05833422,0.059142895,0.063041422,0.077546001,0.077546001,
State of Palestine,Asia,NA,NA,NA,NA,NA,
Syria,Asia,0.238861567,0.238861567,0.238861567,0.238861567,0.238861567,
Taiwan,Asia,0.040377096,0.04528747,0.888375585,0.889331332,0.889331332,
Tajikistan,Asia,NA,NA,NA,NA,NA,
Thailand,Asia,1.585261465,1.863057408,1.897304567,1.897304567,1.897304567,
Timor-Leste,Asia,NA,4.61E-05,0.792241473,0.792241473,0.792241473,
Turkey,Asia,0.109269637,0.109269637,0.147428706,0.147428706,0.147428706,
Turkmenistan,Asia,3.656676239,3.656676239,3.656676239,3.656676239,3.656676239,
United Arab Emirates,Asia,0.057558744,0.059248628,10.07838048,10.47677921,10.47677921,
Uzbekistan,Asia,NA,NA,NA,NA,NA,
Viet Nam,Asia,0.085827378,1.011510934,2.101159905,2.101379199,2.101379199,
Yemen,Asia,0.283482048,4.452843161,4.452843161,4.452843161,4.452843161,
Albania,Europe,0.015465501,0.480385658,0.564758966,1.669060582,1.669060582,
Andorra,Europe,NA,NA,NA,NA,NA,
Austria,Europe,NA,NA,NA,NA,NA,
Azerbaijan,Europe,0.152043131,0.152043131,0.158602331,0.158602331,0.158602331,
Belarus,Europe,NA,NA,NA,NA,NA,
Belgium,Europe,31.40995256,31.52472785,36.15612586,36.16073961,36.16073961,
Bosnia and Herzegovina,Europe,NA,NA,NA,NA,NA,
Bulgaria,Europe,0.011633564,0.313980908,6.423263458,8.036865118,8.036865118,
Croatia,Europe,0.849694902,0.849773586,1.103457717,8.760312114,8.779773585,
Cyprus,Europe,0.009265137,0.051249638,0.130632304,0.130632304,0.130632304,
Czech Republic,Europe,NA,NA,NA,NA,NA,
Denmark,Europe,15.68496261,16.2537823,17.71358579,17.71371887,17.71395601,
Estonia,Europe,27.21769899,33.87843812,33.90837482,34.48211243,34.48211243,
Faeroe Islands,Europe,NA,NA,NA,0.011984291,0.011984291,
Finland,Europe,33.54804454,33.57104678,33.88899746,34.6585461,34.67127261,
France,Europe,4.874120361,6.636938755,12.69708796,14.26002423,14.26808873,
Georgia,Europe,0.74948906,0.74948906,0.74948906,0.74948906,0.74948906,
Germany,Europe,18.15756232,41.61732793,44.97917963,44.97986611,44.97986611,
Gibraltar,Europe,NA,14.07407585,14.07407585,14.07407585,14.07407585,
Greece,Europe,1.238824992,1.328839495,1.466188548,1.49162233,1.49162233,
Holy See,Europe,NA,NA,NA,NA,NA,
Hungary,Europe,NA,NA,NA,NA,NA,
Iceland,Europe,0.3396562,0.341618661,0.359854227,0.361643995,0.361643995,
Ireland,Europe,0.548574408,0.92466777,1.526027672,2.327543302,2.334512386,
Isle of Man,Europe,NA,NA,NA,NA,NA,
Italy,Europe,1.069712323,5.476712297,5.613460539,5.624491543,5.624491543,
Kosovo,Europe,NA,NA,NA,NA,NA,
Latvia,Europe,0.940287513,2.416790534,2.416790534,16.33705145,16.33705145,
Liechtenstein,Europe,NA,NA,NA,NA,NA,
Lithuania,Europe,3.518639727,7.861827633,9.985799053,14.64185649,19.26061261,
Luxembourg,Europe,NA,NA,NA,NA,NA,
Macedonia,Europe,NA,NA,NA,NA,NA,
Malta,Europe,0.024558519,0.024600158,0.03992136,0.354988911,6.592081603,
Moldova,Europe,NA,NA,NA,NA,NA,
Monaco,Europe,0.060390012,0.060390012,0.060390012,0.060390012,0.060390012,
Montenegro,Europe,NA,NA,NA,0.006210264,0.006210264,
Netherlands,Europe,6.627648947,11.71290544,21.14559346,21.14559372,21.14559372,
Norway,Europe,0.208659995,0.337381986,0.613659507,0.722086782,0.722090827,
Poland,Europe,0.911614795,15.81496713,24.13428421,24.13430414,24.13430414,
Portugal,Europe,0.306514398,0.308473974,0.613057708,0.94276916,2.510268161,
Romania,Europe,6.061726175,6.061726175,7.642442378,8.146977992,8.146977992,
San Marino,Europe,NA,NA,NA,NA,NA,
Serbia,Europe,NA,NA,NA,NA,NA,
Slovakia,Europe,NA,NA,NA,NA,NA,
Slovenia,Europe,2.237796545,99.54714503,99.54714534,99.55102036,99.55102036,
Spain,Europe,0.83759951,1.098517522,1.41084265,7.317731004,8.541579303,
Svalbard and Jan Mayen Islands,Europe,6.460875036,7.10669719,7.141565544,7.620929065,7.620929065,
Sweden,Europe,4.122988111,5.49693243,7.338119635,8.344429683,8.348415983,
Switzerland,Europe,NA,NA,NA,NA,NA,
Ukraine,Europe,3.299080794,3.303907787,3.303907787,3.303907787,3.303907787,
United Kingdom,Europe,1.940429481,2.040323356,3.194573287,17.19529772,18.56632523,
Anguilla,North America,0.071914649,0.071914649,0.072797864,0.072797864,0.072797864,
Antigua and Barbuda,North America,0.045730521,0.045730521,0.168504509,0.168504509,0.168504509,
Bahamas,North America,0.116179383,0.496033379,0.549601705,0.550731323,0.550731323,
Barbados,North America,0.00587756,0.00587756,0.006056801,0.006056801,0.006056801,
Belize,North America,5.557783254,7.270987066,7.270987066,10.69679856,10.69679856,
Bermuda,North America,0.031629941,0.032891592,0.032891592,0.032891592,0.032891592,
British Virgin Islands,North America,0.054376804,0.054376804,0.054376804,0.054376804,0.054376804,
Canada,North America,0.403236884,0.527376792,0.726472298,0.888578225,0.888578225,
Cayman Islands,North America,0.067985475,0.078111821,0.083099554,0.083099554,0.083099554,
Costa Rica,North America,0.702252877,0.702252877,0.702252877,0.702252877,0.702252877,
Cuba,North America,0.179666078,2.263591387,2.428208421,4.537083832,4.537083832,
Dominica,North America,0.037205898,0.037205898,0.037205898,0.037205898,0.037205898,
Dominican Republic,North America,0.514167272,6.90715133,6.90715133,6.907170423,6.907170423,
El Salvador,North America,NA,NA,0.543652648,0.711262237,0.711262237,
Greenland,North America,4.233961451,4.250725759,4.250725759,4.25718297,4.25718297,
Grenada,North America,0.015846697,0.015846697,0.039112984,0.049547245,0.049547245,
Guadeloupe,North America,1.600188308,1.600188308,1.600188308,1.600327883,1.600327883,
Guatemala,North America,0.016099205,0.843317487,0.855902991,0.855902991,0.855902991,
Haiti,North America,0,0,0,0,0,
Honduras,North America,0.71822557,1.364552733,1.405605822,4.489012117,4.489012117,
Jamaica,North America,0.669955946,0.669955946,0.681978917,0.682276964,0.682276964,
Martinique,North America,NA,NA,NA,NA,NA,
Mexico,North America,0.792226861,1.684792021,2.1634399,2.172889728,22.26032143,
Montserrat,North America,NA,NA,NA,NA,NA,
Nicaragua,North America,2.887576317,3.000390025,3.000390025,3.000390025,3.000390025,
Panama,North America,1.080647283,1.167363713,1.167363713,1.173885279,1.173885279,
Puerto Rico,North America,1.726327711,1.780044271,1.780044271,1.780044271,1.780044271,
Saint Kitts and Nevis,North America,0.191820241,0.191820241,0.191820241,0.191820241,0.191820241,
Saint Lucia,North America,0.171344961,0.176888588,0.24522983,0.24522983,0.24522983,
Saint Pierre and Miquelon,North America,NA,NA,NA,NA,NA,
Saint Vincent and the Grenadines,North America,0.228250791,0.228250791,0.228250791,0.228250791,0.228250791,
Sint Maarten,North America,3.597285628,3.597285628,3.597285628,3.597285628,3.597285628,
Turks and Caicos Islands,North America,0.17255009,0.17255009,0.17255009,0.17255009,0.17255009,
United States of America,North America,14.39340939,24.36298529,40.84245951,40.85410466,40.85442884,
United States Virgin Islands,North America,0.284013176,0.799206949,0.799206949,0.819954682,0.819954682,
American Samoa,Oceania,8.70824064,8.708668869,8.708765695,8.708765695,8.708765695,
Australia,Oceania,3.357638367,8.306353765,11.69087313,40.79027305,40.79027305,
Cook Islands,Oceania,0.000577513,0.000760695,0.000760695,0.000760695,0.000760695,
Fiji,Oceania,0.0325243,0.823658079,0.944686443,0.944686443,0.944686443,
French Polynesia,Oceania,0.002242578,0.002242578,0.002242578,0.002242578,0.002242578,
Guam,Oceania,0.008475253,0.008475253,0.008475253,0.008475253,0.008475253,
Kiribati,Oceania,0.01802145,0.01802145,11.27660571,11.27660571,11.27660571,
Marshall Islands,Oceania,0.004695355,0.188814186,0.236220882,0.237151972,0.237151972,
Micronesia,Oceania,0.01391387,0.01391387,0.014010741,0.014010741,0.014010741,
Nauru,Oceania,NA,NA,NA,NA,NA,
New Caledonia,Oceania,0.046212881,0.117233907,1.971738456,96.58448789,96.58448789,
New Zealand,Oceania,0.193439403,2.364681252,29.64695465,29.65780104,29.65780104,
Niue,Oceania,0.010072281,0.010072281,0.010072281,0.010072281,0.010072281,
Norfolk Island,Oceania,1.22E-05,1.22E-05,1.22E-05,43.87657235,43.87657235,
Northern Mariana Islands,Oceania,0.001697423,0.002813956,27.15524786,27.15524786,27.15524786,
Palau,Oceania,0.044555583,0.044555583,0.047750563,0.047750563,81.77465489,
Papua New Guinea,Oceania,0.180207896,0.180289786,0.180333691,0.180333691,0.180333691,
Pitcairn,Oceania,NA,NA,NA,NA,100.4346161,
Samoa,Oceania,0.087840266,0.089586642,0.091909999,0.091909999,0.091909999,
Solomon Islands,Oceania,0.012124854,0.014983436,0.069504147,0.069504147,0.069504147,
Tokelau,Oceania,0.001626876,0.001626876,0.001626876,0.001626876,0.001626876,
Tonga,Oceania,1.504449827,1.505841977,1.507982323,1.507982323,1.507982323,
Tuvalu,Oceania,0.007666156,0.007666156,0.008156078,0.008156078,0.008156078,
Vanuatu,Oceania,0.007667146,0.00845466,0.00845466,0.00845466,0.00845466,
Wallis and Futuna Islands,Oceania,NA,NA,NA,NA,NA,
Argentina,South America,0.410513119,0.753605804,0.865493833,2.278719264,2.278719264,
Aruba,South America,0.000403673,0.000403673,0.000403673,0.000403673,0.000403673,
Bolivia,South America,NA,NA,NA,NA,NA,
Brazil,South America,4.773360671,4.944121067,4.973213071,4.979396809,4.9794406,
Chile,South America,0.010494756,0.028329739,0.827202193,4.960874772,13.20237844,
Colombia,South America,1.699244169,1.756105218,1.756105218,2.067851157,2.067851157,
Curacao,South America,0.011654905,0.011654905,0.011654905,0.013032324,0.013032324,
Ecuador,South America,12.69792671,12.72282975,12.82859451,12.84278836,12.84278836,
Falkland Islands,South America,0.000173927,0.008529243,0.008529243,0.008529243,0.008529243,
French Guiana,South America,0.507762488,0.507762488,0.536603245,0.536603245,0.536603245,
Guyana,South America,NA,NA,NA,0.001218781,0.001218781,
Netherlands Antilles,South America,NA,NA,NA,NA,NA,
Paraguay,South America,NA,NA,NA,NA,NA,
Peru,South America,0.249788732,0.249788732,0.407020159,0.407020159,0.407020159,
Suriname,South America,1.572208663,1.572208663,1.572208663,1.572208663,1.572208663,
Trinidad and Tobago,South America,0.011943783,0.011943783,0.053512617,0.053512617,0.053512617,
Uruguay,South America,0.825637909,0.825637909,0.87247895,1.04586325,1.04586325,
Venezuela,South America,2.167271716,2.167271716,2.167271716,2.167271716,2.167271716,
